609182458,1362115974
611024447,1362115499
283142637,1362148134
589806767,1362118117
244705095,1362114287
413408087,1362112226
997833380,1362112874
964672222,1362109664
300008462,1362109171
433525893,1362109603
887487614,1362108609
640395116,1362108465
107225201,1362110912
871671442,1362109727
946580361,1362109533
723787124,1362114295
853619245,1361991097
749510005,1361948896
148715068,1361907039
677176836,1361903859
773817544,1361839253
441094067,1361508927
355931212,1361508478
729671056,1361508533
592153843,1361507190
783955494,1361505964
575701609,1361505896
527513882,1361504365
320523279,1361502348
890155702,1361008807
517836060,1360822579
917562519,1360822732
772773694,1361247965
326925958,1360822673
925047199,1360821425
337949201,1360821345
292694125,1360821098
540868472,1360820922
328121591,1360820842
858853194,1360821423
281366908,1360821433
284071883,1360820922
113140911,1360821423
486936405,1360822626
371417922,1360818568
891087176,1360818661
624832616,1360819733
969046790,1360818511
894209130,1360689978
554983320,1360682666
305169508,1360563467
332446017,1360558804
400682430,1360557773
539365327,1360623503
308997264,1360534333
837482833,1360540793
827572305,1360563075
581442502,1360495664
578820003,1360489874
800961119,1360488569
278800001,1362158837
 
